Title,description,authors,image,previewLink,publisher,publishedDate,infoLink,ratingsCount,Price
Low End of Nowhere,"This gritty and witty noir mystery by a real-life Denver private eye is ""tough, authentic, and right on the money"" (Robert B. Parker). Hired by a blonde bombshell of an advertising executive, Streeter is soon in over his head in a job with plenty of dirty money at stake.",Michael Stone,http://books.google.com/books/content?id=KDgCKSwicgcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=KDgCKSwicgcC&q=Low+End+of+Nowhere&dq=Low+End+of+Nowhere&hl=&cd=1&source=gbs_api,Penguin (Non-Classics),1997,http://books.google.com/books?id=KDgCKSwicgcC&dq=Low+End+of+Nowhere&hl=&source=gbs_api,3.0,29.704370023320795
Total Control: The Monkees Michael Nesmith Story,"Hey! Hey! Its the untold story of The Monkees ""Wool-hat"" Michael Nesmith with the behind the scenes scoop about touring with Jimi Hendrix, filmmaking with Jack Nicholson and so much more. Also detailed is his invention of MTV and his mother Bette who invented Liquid Paper. This 2005 Revised edition features two updated chapters and additional photos (176 total photos). 300 pages.",Randi L. Massingill,http://books.google.com/books/content?id=fTrGAAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=fTrGAAAAQBAJ&printsec=frontcover&dq=Total+Control:+The+Monkees+Michael+Nesmith+Story&hl=&cd=1&source=gbs_api,FLEXquarters.com Limited,2005-01-01,https://play.google.com/store/books/details?id=fTrGAAAAQBAJ&source=gbs_api,1.0,17.1
The Courtesans: The Demi-Monde in 19th-Century France,"In Second Empire Paris there were a dozen courtesans who were generally known as la garde: they were the queens of their profession, the women whom visiting princes thought it essential to see. They were the women who encrusted their bathroom taps with jewels, built palaces in the Champs-Elysées, fought duels in the Bois de Boulogne. They scandalised society and influenced the Press and politics. They also ensnared the husbands and lovers of the most beautiful women in Paris. Joanna Richardson presents her own version of la garde ¿ twelve of the most distinguished courtesans in Paris during their golden age. From the calculating Cora Pearl to the hideous la Païva, who rose from the Moscow ghetto to indecent wealth and fame, and the admirable Madame Sabatier made famous by Baudelaire, to La Castiglione sent by Cavour to seduce Napoleon III, la garde people these pages with all the colour, intrigue, scandal and vivacity with which they peopled the demi-monde of 19th century Paris.",Joanna Richardson,http://books.google.com/books/content?id=PwvNwAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=PwvNwAEACAAJ&dq=The+Courtesans:+The+Demi-Monde+in+19th-Century+France&hl=&cd=1&source=gbs_api,Weidenfeld & Nicolson,2000,http://books.google.com/books?id=PwvNwAEACAAJ&dq=The+Courtesans:+The+Demi-Monde+in+19th-Century+France&hl=&source=gbs_api,2.0,29.704370023320795
The New Age Movement: What do they believe?,"John Newport delivers a comprehensive study of the impact of New Age beliefs on contemporary culture - and on Christianity itself - while also offering an effective, biblical antidote to today's worldview crisis. After first surveying the historical development of the New Age worldview, from ancient times through important tendencies in nineteenth-century America to recent Far Eastern influences, Newport explores in depth eleven key areas of the New Age worldview and contrasts each area of belief with the traditional biblical worldview.",John P. Newport,http://books.google.com/books/content?id=Rxss1cqHWYIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=Rxss1cqHWYIC&printsec=frontcover&dq=The+New+Age+Movement:+What+do+they+believe%3F&hl=&cd=1&source=gbs_api,Wm. B. Eerdmans Publishing,1998,http://books.google.nl/books?id=Rxss1cqHWYIC&dq=The+New+Age+Movement:+What+do+they+believe%3F&hl=&source=gbs_api,2.0,3.99
White-Out,"A missing canister containing a deadly virus forms the center of a storm that traps Stanley Owenford, director of a medical research firm, and a violent trio of thugs in a remote house during a Christmas Eve blizzard. Reprint.",Ken Follett,http://books.google.com/books/content?id=x5ZgQ1X8OcAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=x5ZgQ1X8OcAC&printsec=frontcover&dq=White-Out&hl=&cd=1&source=gbs_api,Penguin,2005,http://books.google.com/books?id=x5ZgQ1X8OcAC&dq=White-Out&hl=&source=gbs_api,5.0,29.704370023320795
Prayers from the Heart,"My whole life, in one sense, he has been an experiment in how to be a portable sanctuary,"" writes Richard Foster, ""learning to practice the presence of God in the midst of the stresses and strains of contemporary life."" So begins Foster's most personal work yet, a book of prayers that seek to lead us to experience ""the reality of God in the midst of going to work and raising kids and cleaning house and paying the bills."" Drawing on the structure of his awardwinning Prayer: Finding the Heart's True Home, Foster presents this collection of prayers according to the three aspects of the human journey: looking inward to the heart, reaching upward toward God, and moving outward to care for others. These prayers speak to moments in our days and events in our lives. Simply and powerfully expressing such basic human experiences as wonder, stillness, the loneliness of anonymity, and the search for faith, Foster encourages us to explore the transformative power of prayer that draws us into the love of God and gives Christian community its life. Longtime Foster readers and newcomers alike will cherish this rich and thoroughly contemporary book from one of our most respected spirtual leaders.",Richard J. Foster,http://books.google.com/books/content?id=zPK6wAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=zPK6wAEACAAJ&dq=Prayers+from+the+Heart&hl=&cd=1&source=gbs_api,HarperOne,1994-06-18,http://books.google.com/books?id=zPK6wAEACAAJ&dq=Prayers+from+the+Heart&hl=&source=gbs_api,1.0,29.704370023320795
The Bear's Embrace: A Story of Survival,"On a chilly autumn morning in 1983, during a relaxing escape to the Canadian Rockies, Patricia Van Tighem and her husband were attacked by a grizzly bear. Although they survived, their ordeal was just beginning. For years Van Tighem endured numerous surgeries as doctors attempted to reconstruct her face and ease her pain. The nightmares that haunted her carried their own psychological burden. In many ways she had to redefine her sense of who she was. Yet she was resolved to recover–as a survivor, a wife and a mother. Van Tighem’s tale is astonishing and beautifully written. Showing a resilience that has overcome even the most traumatic of events, The Bear’s Embrace is a truly inspiring testament to the power of the human spirit.",Patricia Van Tighem,http://books.google.com/books/content?id=m5vCcRRUhJkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=m5vCcRRUhJkC&printsec=frontcover&dq=The+Bear%27s+Embrace:+A+Story+of+Survival&hl=&cd=1&source=gbs_api,Anchor,2007-12-18,https://play.google.com/store/books/details?id=m5vCcRRUhJkC&source=gbs_api,3.0,15.0
The World of Venice,"A fascinating exploration of the history, sights, seasons, arts, food, and people of an incomparable city. “A highly intelligent portrait of an eccentric city, written in powerful prose and enlivened by many curious mosaics of information...a beautiful book to read and to possess” (The Observer). New Foreword by the Author. Index.",Jan Morris,http://books.google.com/books/content?id=KJ4xvgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=KJ4xvgAACAAJ&dq=The+World+of+Venice&hl=&cd=1&source=gbs_api,Mariner Books,1995,http://books.google.com/books?id=KJ4xvgAACAAJ&dq=The+World+of+Venice&hl=&source=gbs_api,1.0,29.704370023320795
Fairy Treasure (PB),"What would happen to a fairy if she lost her wings and could no longer fly? Flory, a young night fairy no taller than an acorn and still becoming accustomed to her wings — wings as beautiful as those of a luna moth — is about to find out. What she discovers is that the world is very big and very dangerous. But Flory is fierce and willing to do whatever it takes to survive. If that means telling others what to do — like Skuggle, a squirrel ruled by his stomach — so be it. Not every creature, however, is as willing to bend to Flory’s demands. Newbery Medal winner Laura Amy Schlitz and world-renowned illustrator and miniaturist Angela Barrett venture into the realm of the illustrated classic — a classic entirely and exquisitely of their making, and a magnificent adventure.",Laura Amy Schlitz,http://books.google.com/books/content?id=K0ZKAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=K0ZKAgAAQBAJ&printsec=frontcover&dq=Fairy+Treasure+(PB)&hl=&cd=1&source=gbs_api,Candlewick Press,2011-03-22,https://play.google.com/store/books/details?id=K0ZKAgAAQBAJ&source=gbs_api,5.0,29.704370023320795
Our Tempestuous Day - History Of Regency England,"""The Regency era in the United Kingdom is the period between 1811?when King George III was deemed unfit to rule and his son, the Prince of Wales, ruled as his proxy as Prince Regent?and 1820, when the Prince Regent became George IV on the death of his father.""--Wikipedia.",Carolly Erickson,http://books.google.com/books/content?id=RM8hAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=RM8hAAAAMAAJ&q=Our+Tempestuous+Day+-+History+Of+Regency+England&dq=Our+Tempestuous+Day+-+History+Of+Regency+England&hl=&cd=1&source=gbs_api,William Morrow & Company,1986,http://books.google.nl/books?id=RM8hAAAAMAAJ&dq=Our+Tempestuous+Day+-+History+Of+Regency+England&hl=&source=gbs_api,5.0,29.704370023320795
Dangerous Ride,"""Citizen Kane does Adventureland."" —The Washington Post The outlandish, hilarious, terrifying, and almost impossible-to-believe story of the legendary, dangerous amusement park where millions were entertained and almost as many bruises were sustained, told through the eyes of the founder's son. Often called ""Accident Park,"" ""Class Action Park,"" or ""Traction Park,"" Action Park was an American icon. Entertaining more than a million people a year in the 1980s, the New Jersey-based amusement playland placed no limits on danger or fun, a monument to the anything-goes spirit of the era that left guests in control of their own adventures--sometimes with tragic results. Though it closed its doors in 1996 after nearly twenty years, it has remained a subject of constant fascination ever since, an establishment completely anathema to our modern culture of rules and safety. Action Park is the first-ever unvarnished look at the history of this DIY Disneyland, as seen through the eyes of Andy Mulvihill, the son of the park's idiosyncratic founder, Gene Mulvihill. From his early days testing precarious rides to working his way up to chief lifeguard of the infamous Wave Pool to later helping run the whole park, Andy's story is equal parts hilarious and moving, chronicling the life and death of a uniquely American attraction, a wet and wild 1980s adolescence, and a son's struggle to understand his father's quixotic quest to become the Walt Disney of New Jersey. Packing in all of the excitement of a day at Action Park, this is destined to be one of the most unforgettable memoirs of the year.","Andy Mulvihill, Jake Rossen",http://books.google.com/books/content?id=6PnoDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=6PnoDwAAQBAJ&pg=PP1&dq=Dangerous+Ride&hl=&cd=1&source=gbs_api,Penguin,2020-06-30,http://books.google.com/books?id=6PnoDwAAQBAJ&dq=Dangerous+Ride&hl=&source=gbs_api,5.0,10.99
